ID	Gene.symbol	Gene.title	log2(fold change)(Stg1-Tumor vs Stg1-Normal)	-log10(Pvalue)(Stg1-Tumor vs Stg1-Normal)
219246_s_at	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	1.931	2.117
219247_s_at	ZDHHC14	zinc finger DHHC-type containing 14	-2.163	2.774
219249_s_at	FKBP10	FK506 binding protein 10	3.275	3.27
219250_s_at	FLRT3	fibronectin leucine rich transmembrane protein 3	-1.022	2.345
219251_s_at	WDR60	WD repeat domain 60	1.554	2.377
219258_at	TIPIN	TIMELESS interacting protein	1.75	2.614
219259_at	SEMA4A	semaphorin 4A	-0.648	2.017
219268_at	ETNK2	ethanolamine kinase 2	-1.289	5.837
219274_at	TSPAN12	tetraspanin 12	0.63	2.204
219277_s_at	OGDHL	oxoglutarate dehydrogenase-like	-2.767	7.642
219278_at	MAP3K6	mitogen-activated protein kinase kinase kinase 6	1.406	2.09
219279_at	DOCK10	dedicator of cytokinesis 10	2.862	5.192
219281_at	MSRA	methionine sulfoxide reductase A	-2.491	6.92
219282_s_at	TRPV2	transient receptor potential cation channel subfamily V member 2	1.482	4.147
219292_at	THAP1	THAP domain containing 1	0.875	2.307
219298_at	ECHDC3	enoyl-CoA hydratase domain containing 3	-1.308	3.56
219300_s_at	CNTNAP2	contactin associated protein-like 2	-1.586	2.291
219303_at	RNF219	ring finger protein 219	1.444	4.28
219304_s_at	PDGFD	platelet derived growth factor D	2.299	4.285
219305_x_at	FBXO2	F-box protein 2	-1.067	2.779
219313_at	GRAMD1C	GRAM domain containing 1C	-0.944	2.034
219324_at	NOL12	nucleolar protein 12	1.395	2.149
219326_s_at	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	0.866	2.242
219330_at	VANGL1	VANGL planar cell polarity protein 1	0.587	2.304
219332_at	MICALL2	MICAL like 2	2.278	2.679
219333_s_at	CAPN10	calpain 10	-1.122	2.684
219341_at	CLN8	ceroid-lipofuscinosis, neuronal 8	-2.578	3.243
219342_at	CASD1	CAS1 domain containing 1	0.933	3.567
219356_s_at	CHMP5	charged multivesicular body protein 5	1.183	5.712
219360_s_at	TRPM4	transient receptor potential cation channel subfamily M member 4	-1.679	2.214
219368_at	NAP1L2	nucleosome assembly protein 1 like 2	-1.577	3.465
219373_at	DPM3	dolichyl-phosphate mannosyltransferase subunit 3	-0.781	2.601
219383_at	PRR5L	proline rich 5 like	2.39	2.708
219386_s_at	SLAMF8	SLAM family member 8	2.663	3.496
219388_at	GRHL2	grainyhead like transcription factor 2	-1.511	3.691
219389_at	SUSD4	sushi domain containing 4	-3.585	5.674
219395_at	MIR6773///ESRP2	microRNA 6773///epithelial splicing regulatory protein 2	-2.098	4.185
219396_s_at	MIR631///NEIL1	microRNA 631///nei like DNA glycosylase 1	-0.77	2.481
219397_at	COQ10B	coenzyme Q10B	-0.542	2.065
219398_at	CIDEC	cell death inducing DFFA like effector c	-0.735	2.3
219403_s_at	HPSE	heparanase	1.9	2.551
219405_at	TRIM68	tripartite motif containing 68	-0.574	2.206
219410_at	TMEM45A	transmembrane protein 45A	1.878	3.13
219413_at	ACBD4	acyl-CoA binding domain containing 4	-0.768	3.805
219414_at	CLSTN2	calsyntenin 2	-3.145	4.803
219419_at	RBFA	ribosome binding factor A (putative)	-0.542	2.161
219420_s_at	COA7	cytochrome c oxidase assembly factor 7 (putative)	-1.37	3.352
219423_x_at	TNFRSF25	TNF receptor superfamily member 25	2.056	3.548
219426_at	AGO3	argonaute 3, RISC catalytic component	-0.576	2.15
219427_at	FAT4	FAT atypical cadherin 4	1.367	2.579
219429_at	FA2H	fatty acid 2-hydroxylase	-1.68	2.776
219437_s_at	ANKRD11	ankyrin repeat domain 11	-1.063	3.996
219442_at	CLUHP3	clustered mitochondria homolog pseudogene 3	-1.124	3.782
219448_at	TMEM70	transmembrane protein 70	1.985	3.085
219451_at	MSRB2	methionine sulfoxide reductase B2	-0.891	2.114
219452_at	DPEP2	dipeptidase 2	1.496	2.675
219459_at	POLR3B	RNA polymerase III subunit B	-0.823	4.027
219461_at	PAK6	p21 (RAC1) activated kinase 6	-1.95	4.469
219462_at	TMEM53	transmembrane protein 53	-0.665	2.597
219466_s_at	APOA2	apolipoprotein A2	-2.082	2.975
219471_at	KIAA0226L	KIAA0226 like	2.267	3.94
219479_at	KDELC1	KDEL motif containing 1	2.185	2.72
219485_s_at	PSMD10	proteasome 26S subunit, non-ATPase 10	0.652	3.867
219492_at	CHIC2	cysteine rich hydrophobic domain 2	0.814	3.472
219496_at	SOWAHC	sosondowah ankyrin repeat domain family member C	-0.802	2.958
219497_s_at	BCL11A	B-cell CLL/lymphoma 11A	1.717	2.031
219501_at	ENOX1	ecto-NOX disulfide-thiol exchanger 1	-0.765	2.33
219506_at	C1orf54	chromosome 1 open reading frame 54	0.997	2.456
219509_at	MYOZ1	myozenin 1	-0.683	2.256
219522_at	FJX1	four jointed box 1	1.703	3.238
219527_at	MARC2	mitochondrial amidoxime reducing component 2	-1.346	3.511
219534_x_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-1.91	6.164
219540_at	ZNF267	zinc finger protein 267	1.637	3.318
219543_at	PBLD	phenazine biosynthesis like protein domain containing	-1.751	4.018
219551_at	EAF2	ELL associated factor 2	-1.691	4.057
219553_at	NME7	NME/NM23 family member 7	0.657	2.045
219554_at	RHCG	Rh family C glycoprotein	-6.787	14.087
219564_at	KCNJ16	potassium voltage-gated channel subfamily J member 16	-0.868	4.266
219566_at	PLEKHF1	pleckstrin homology and FYVE domain containing 1	1.231	1.99
219569_s_at	SLC35G2	solute carrier family 35 member G2	1.418	4.273
219572_at	CADPS2	calcium dependent secretion activator 2	-0.833	2.645
219573_at	CARMIL1	capping protein regulator and myosin 1 linker 1	-1.09	4.776
219574_at	MARCH1	membrane associated ring-CH-type finger 1	2.734	4.948
219581_at	TSEN2	tRNA splicing endonuclease subunit 2	1.341	2.613
219582_at	OGFRL1	opioid growth factor receptor like 1	1.269	2.925
219588_s_at	NCAPG2	non-SMC condensin II complex subunit G2	2.99	6.247
219591_at	CEND1	cell cycle exit and neuronal differentiation 1	-1.078	3.571
219593_at	SLC15A3	solute carrier family 15 member 3	3.5	5.336
219602_s_at	PIEZO2	piezo type mechanosensitive ion channel component 2	1.028	2.575
219607_s_at	MS4A4A	membrane spanning 4-domains A4A	2.093	3.197
219619_at	DIRAS2	DIRAS family GTPase 2	3.426	4.154
219630_at	PDZK1IP1	PDZK1 interacting protein 1	-1.373	5.641
219632_s_at	SHPK///TRPV1	sedoheptulokinase///transient receptor potential cation channel subfamily V member 1	-1.126	3.775
219640_at	CLDN15	claudin 15	-1.205	2.189
219641_at	DET1	de-etiolated homolog 1 (Arabidopsis)	-0.529	2.231
219647_at	POPDC2	popeye domain containing 2	0.865	2.699
219655_at	SUGCT	succinyl-CoA:glutarate-CoA transferase	-1.926	3.167
219656_at	PCDH12	protocadherin 12	1.539	2.116
219664_s_at	DECR2	2,4-dienoyl-CoA reductase 2, peroxisomal	-0.986	3.027
219666_at	MS4A6A	membrane spanning 4-domains A6A	2.633	8.249
219675_s_at	UXS1	UDP-glucuronate decarboxylase 1	-0.845	2.865
219684_at	RTP4	receptor transporter protein 4	2.586	3.827
219698_s_at	METTL4	methyltransferase like 4	0.588	2.488
219700_at	PLXDC1	plexin domain containing 1	1.232	2.236
219702_at	PLAC1	placenta specific 1	-1.599	2.608
219706_at	AP5S1	adaptor related protein complex 5 sigma 1 subunit	-0.629	2.014
219722_s_at	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	-1.361	4.01
219723_x_at	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	-1.298	2.598
219725_at	TREM2	triggering receptor expressed on myeloid cells 2	4.12	3.633
219732_at	PLPPR1	phospholipid phosphatase related 1	-3.457	8.001
219735_s_at	TFCP2L1	transcription factor CP2-like 1	-2.547	9.964
219737_s_at	PCDH9	protocadherin 9	-2.724	6.313
219741_x_at	ZNF552	zinc finger protein 552	-1.096	3.809
219747_at	NDNF	neuron derived neurotrophic factor	-2.723	3.173
219751_at	SETD6	SET domain containing 6	-1.202	3.49
219759_at	ERAP2	endoplasmic reticulum aminopeptidase 2	2.178	3.955
219760_at	LIN7B	lin-7 homolog B, crumbs cell polarity complex component	-0.882	2.29
219762_s_at	RPL36	ribosomal protein L36	1.151	3.147
219768_at	VTCN1	V-set domain containing T cell activation inhibitor 1	-3.326	5.064
219773_at	NOX4	NADPH oxidase 4	-2.527	3.884
219775_s_at	CPLX3	complexin 3	-1.532	3.128
219777_at	GIMAP6	GTPase, IMAP family member 6	2.152	5.132
219786_at	TESMIN	testis expressed metallothionein like protein	-1.041	2.037
219789_at	NPR3	natriuretic peptide receptor 3	-1.394	2.084
219815_at	GAL3ST4	galactose-3-O-sulfotransferase 4	1.692	2.506
219820_at	SLC6A16	solute carrier family 6 member 16	-1.434	2.923
219840_s_at	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)	-3.496	7.567
219850_s_at	EHF	ETS homologous factor	-3.237	4.007
219866_at	CLIC5	chloride intracellular channel 5	-2.805	7.809
219873_at	COLEC11	collectin subfamily member 11	-1.464	3.371
219883_at	TEX40	testis expressed 40	-0.582	2.236
219885_at	SLFN12	schlafen family member 12	2.206	4.143
219888_at	SPAG4	sperm associated antigen 4	3.448	5.658
219891_at	PGPEP1	pyroglutamyl-peptidase I	-0.857	3.615
219892_at	TM6SF1	transmembrane 6 superfamily member 1	1.497	4.475
219901_at	FGD6	FYVE, RhoGEF and PH domain containing 6	1.938	3.223
219902_at	BHMT2	betaine--homocysteine S-methyltransferase 2	-1.634	3.781
219915_s_at	SLC16A10	solute carrier family 16 member 10	-1.939	5.371
219918_s_at	ASPM	abnormal spindle microtubule assembly	3.92	4.929
219920_s_at	AMIGO3///GMPPB	adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B	-1.27	3.447
219924_s_at	ZMYM6	zinc finger MYM-type containing 6	0.871	2.573
219940_s_at	PCID2	PCI domain containing 2	0.674	2.768
219946_x_at	MYH14	myosin, heavy chain 14, non-muscle	-0.9	2.382
219947_at	CLEC4A	C-type lectin domain family 4 member A	2.613	4.801
219948_x_at	UGT2A3	UDP glucuronosyltransferase family 2 member A3	1.453	2.541
219949_at	LRRC2	leucine rich repeat containing 2	-3.616	4.873
219952_s_at	MCOLN1	mucolipin 1	1.576	2.249
219963_at	DUSP13	dual specificity phosphatase 13	-1.12	3.471
219986_s_at	ACAD10	acyl-CoA dehydrogenase family member 10	-1.319	5.769
219992_at	TAC3	tachykinin 3	-0.949	3.973
219997_s_at	COPS7B	COP9 signalosome subunit 7B	1.838	2.787
220005_at	P2RY13	purinergic receptor P2Y13	3.277	5.376
220024_s_at	PRX	periaxin	-1.709	6.295
220035_at	NUP210	nucleoporin 210	-0.838	2.834
220044_x_at	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	0.518	2.295
220050_at	SPACA9	sperm acrosome associated 9	-0.677	2.692
220059_at	STAP1	signal transducing adaptor family member 1	-2.394	3.852
220066_at	NOD2	nucleotide binding oligomerization domain containing 2	2.074	2.173
220072_at	CSPP1	centrosome and spindle pole associated protein 1	-1.083	2.728
220080_at	FBXL8	F-box and leucine rich repeat protein 8	2.216	2.022
220088_at	C5AR1	complement component 5a receptor 1	0.875	2.299
220094_s_at	MCUR1	mitochondrial calcium uniporter regulator 1	-1.192	5.154
220105_at	RSPH14	radial spoke head 14 homolog	-1.935	2.102
220109_at	TF	transferrin	-1.754	2.192
220120_s_at	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	2.43	4.033
220121_at	LINS1	lines homolog 1	2.197	3.019
220130_x_at	LTB4R2	leukotriene B4 receptor 2	-2.141	3.148
220133_at	ODAM	odontogenic, ameloblast asssociated	-1.095	2.184
220135_s_at	SLC7A9	solute carrier family 7 member 9	-2.472	7.194
220139_at	DNMT3L	DNA methyltransferase 3 like	-4.884	4.705
220146_at	TLR7	toll like receptor 7	3.304	3.801
220148_at	ALDH8A1	aldehyde dehydrogenase 8 family member A1	-1.663	2.232
220149_at	C2orf54	chromosome 2 open reading frame 54	-2.152	2.518
220150_s_at	FAM184A	family with sequence similarity 184 member A	-0.946	2.813
220161_s_at	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	-1.637	5.963
220162_s_at	DNLZ///CARD9	DNL-type zinc finger///caspase recruitment domain family member 9	1.507	2.153
220165_at	INO80D	INO80 complex subunit D	-1.1	3.064
220170_at	FHL5	four and a half LIM domains 5	2.052	2.124
220172_at	DCAF17	DDB1 and CUL4 associated factor 17	2.97	2.756
220178_at	MFSD12	major facilitator superfamily domain containing 12	-2.101	4.435
220191_at	GKN1	gastrokine 1	-2.542	3.727
220197_at	ATP6V0A4	ATPase H+ transporting V0 subunit a4	-4.192	9.508
220199_s_at	AIDA	axin interactor, dorsalization associated	1.863	4.284
220202_s_at	RC3H2	ring finger and CCCH-type domains 2	0.618	2.215
220215_at	ZNF669	zinc finger protein 669	-0.604	2.137
220228_at	AP4E1	adaptor related protein complex 4 epsilon 1 subunit	1.424	2.055
220230_s_at	CYB5R2	cytochrome b5 reductase 2	-1.96	3.233
220233_at	FBXO17	F-box protein 17	1.649	3.913
220238_s_at	KLHL7	kelch like family member 7	1.479	2.164
220276_at	RERGL	RERG like	-1.925	2.025
220277_at	CXXC4	CXXC finger protein 4	1.681	2.636
220281_at	SLC12A1	solute carrier family 12 member 1	-5.269	5.624
220283_at	HHIPL2	HHIP like 2	-1.387	3.075
220290_at	AIM1L	absent in melanoma 1-like	-0.761	2.352
220292_at	ZSCAN32	zinc finger and SCAN domain containing 32	-1.048	2.27
220301_at	CCDC102B	coiled-coil domain containing 102B	2.37	2.338
220303_at	PDZD3	PDZ domain containing 3	-3.012	4.933
220304_s_at	CNGB3	cyclic nucleotide gated channel beta 3	-1.052	2.187
220307_at	CD244	CD244 molecule	1.434	2.133
220310_at	TUBAL3	tubulin alpha like 3	-2.57	4.809
220311_at	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	2.266	3.616
220318_at	EPN3	epsin 3	-2.881	4.325
220319_s_at	MYLIP	myosin regulatory light chain interacting protein	1.551	3.045
220324_at	LINC00472	long intergenic non-protein coding RNA 472	-1.542	3.212
220330_s_at	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	1.186	2.596
220332_at	CLDN16	claudin 16	-2.69	2.777
220352_x_at	FLJ42627	uncharacterized LOC645644	-1	3.453
220357_s_at	SGK2	SGK2, serine/threonine kinase 2	-1.461	3.892
220365_at	ALLC	allantoicase	-1.894	2.199
220376_at	LRRC19	leucine rich repeat containing 19	-1.358	3.528
220386_s_at	EML4	echinoderm microtubule associated protein like 4	1.337	2.407
220393_at	LGSN	lengsin, lens protein with glutamine synthetase domain	-3.06	4.007
220424_at	NPHS2	NPHS2, podocin	-7.343	9.07
220426_at	FNDC11	fibronectin type III domain containing 11	2.045	2.57
220432_s_at	CYP39A1	cytochrome P450 family 39 subfamily A member 1	-2.157	2.278
220459_at	MCM3AP-AS1	MCM3AP antisense RNA 1	-0.743	2.431
220486_x_at	LOC101928589///TMEM164	uncharacterized LOC101928589///transmembrane protein 164	-0.866	2.496
220489_s_at	SERINC2	serine incorporator 2	-1.639	2.192
220495_s_at	TXNDC15	thioredoxin domain containing 15	0.524	2.023
220502_s_at	SLC13A1	solute carrier family 13 member 1	-2.518	2.84
220503_at	SLC13A1	solute carrier family 13 member 1	-2.316	3.433
220507_s_at	UPB1	beta-ureidopropionase 1	-1.474	2.909
220510_at	RHBG	Rh family B glycoprotein (gene/pseudogene)	-3.204	5.743
220524_at	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	-1.661	4.204
220530_at			-2.368	2.263
220532_s_at	TMEM176B	transmembrane protein 176B	0.425	2.224
220542_s_at	BPIFA1	BPI fold containing family A member 1	-0.981	2.64
220543_at	C21orf62	chromosome 21 open reading frame 62	-1.35	2.826
220548_at	PKDREJ	polycystin (PKD) family receptor for egg jelly	-1.446	2.015
220554_at	SLC22A7	solute carrier family 22 member 7	-2.291	4.077
220574_at	SEMA6D	semaphorin 6D	-1.531	5.147
220594_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	-2.622	3.784
220604_x_at	FTCD	formimidoyltransferase cyclodeaminase	-2.837	5.418
220605_s_at	SIRT2	sirtuin 2	-0.754	2.819
220610_s_at	LRRFIP2	LRR binding FLII interacting protein 2	0.896	2.147
220615_s_at	FAR2	fatty acyl-CoA reductase 2	4.167	8.554
220617_s_at	ZNF532	zinc finger protein 532	3.853	5.114
220625_s_at	ELF5	E74 like ETS transcription factor 5	-2.48	2.665
220631_at	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	0.929	2.808
220642_x_at	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B	-1.056	4.011
220654_at	PPY2P	pancreatic polypeptide 2, pseudogene	-1.696	2.601
220671_at	NOCT	nocturnin	-0.989	4.221
220675_s_at	PNPLA3	patatin like phospholipase domain containing 3	-4.626	6.64
220723_s_at	CWH43	cell wall biogenesis 43 C-terminal homolog	-2.615	3.508
220724_at	CWH43	cell wall biogenesis 43 C-terminal homolog	-5.31	6.133
220727_at	KCNK10	potassium two pore domain channel subfamily K member 10	-2.596	7.937
220731_s_at	NECAP2	NECAP endocytosis associated 2	0.731	3.763
220734_s_at	CPTP	ceramide-1-phosphate transfer protein	-0.762	2.119
220735_s_at	SENP7	SUMO1/sentrin specific peptidase 7	2.889	3.557
220737_at	RPS6KA6	ribosomal protein S6 kinase A6	-0.989	2.944
220740_s_at	SLC12A6	solute carrier family 12 member 6	-1.107	3.845
220741_s_at	PPA2	pyrophosphatase (inorganic) 2	-0.846	3.79
220753_s_at	CRYL1	crystallin lambda 1	-1.448	5.319
220770_s_at	ZBED8	zinc finger BED-type containing 8	1.277	3.313
220773_s_at	GPHN	gephyrin	-0.761	1.986
220796_x_at	SLC35E1	solute carrier family 35 member E1	-0.608	2.82
220801_s_at	HAO2	hydroxyacid oxidase 2	-3.351	9.693
220812_s_at	HHLA2	HERV-H LTR-associating 2	3.003	5.915
220833_at			-1.057	2.08
220852_at	FOXN3-AS2	FOXN3 antisense RNA 2	-1.251	3.079
220856_x_at			-0.76	2.638
220864_s_at	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	-0.589	3.039
220886_at	GABRQ	gamma-aminobutyric acid type A receptor theta subunit	-0.881	2.672
220889_s_at	CA10	carbonic anhydrase 10	-3.657	7.562
220892_s_at	PSAT1	phosphoserine aminotransferase 1	-2.067	3.077
220900_at			2.215	2.364
220924_s_at	SLC38A2	solute carrier family 38 member 2	1.118	3.756
220925_at	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	-0.657	2.507
220926_s_at	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	0.782	2.061
220933_s_at	ZCCHC6	zinc finger CCHC-type containing 6	0.672	2.772
220934_s_at	TMEM223	transmembrane protein 223	-0.861	4.346
220940_at	ANKRD36B	ankyrin repeat domain 36B	0.924	3.992
220944_at	PGLYRP4	peptidoglycan recognition protein 4	-1.002	2.545
220948_s_at	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	-1.488	5.225
220951_s_at	A1CF	APOBEC1 complementation factor	-1.032	2.928
220955_x_at	RAB23	RAB23, member RAS oncogene family	2.135	2.916
220959_s_at	OBP2A///OBP2B	odorant binding protein 2A///odorant binding protein 2B	-1.912	2.067
220965_s_at	RSPH6A	radial spoke head 6 homolog A	1.277	2.202
220980_s_at	ADPGK	ADP dependent glucokinase	0.879	5.755
220987_s_at	NUAK2///AKIP1	NUAK family kinase 2///A-kinase interacting protein 1	-1.666	3.378
220988_s_at	C1QTNF3	C1q and tumor necrosis factor related protein 3	1.867	2.04
220989_s_at	AMN	amnion associated transmembrane protein	-0.705	2.482
220990_s_at	MIR21///VMP1	microRNA 21///vacuole membrane protein 1	0.819	3.712
220999_s_at	CYFIP2	cytoplasmic FMR1 interacting protein 2	-2.024	4.519
221004_s_at	ITM2C	integral membrane protein 2C	-1.021	3.18
221005_s_at	PTDSS2	phosphatidylserine synthase 2	-1.521	4.01
221006_s_at	SNX27	sorting nexin family member 27	-0.546	2.415
221008_s_at	ETNPPL	ethanolamine-phosphate phospho-lyase	-2.442	5.704
221009_s_at	ANGPTL4	angiopoietin like 4	3.451	6.636
221011_s_at	LBH	limb bud and heart development	0.777	3.368
221012_s_at	TRIM8	tripartite motif containing 8	-0.786	2.706
221015_s_at	CDADC1	cytidine and dCMP deaminase domain containing 1	-1.746	3.461
221023_s_at	KCNH6	potassium voltage-gated channel subfamily H member 6	-1.17	2.27
221030_s_at	ARHGAP24	Rho GTPase activating protein 24	-1.382	6.234
221031_s_at	APOLD1	apolipoprotein L domain containing 1	2.761	3.654
221039_s_at	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	1.523	2.917
221042_s_at	CLMN	calmin	-1.545	3.368
221058_s_at	CKLF	chemokine like factor	0.915	2.841
221059_s_at	COTL1	coactosin like F-actin binding protein 1	-0.849	2.229
221063_x_at	RNF123	ring finger protein 123	-0.616	2.117
221069_s_at	TACO1	translational activator of cytochrome c oxidase I	-1.005	3.818
221071_at			-0.855	2.008
221085_at	TNFSF15	tumor necrosis factor superfamily member 15	-1.624	2.044
221088_s_at	PPP1R9A	protein phosphatase 1 regulatory subunit 9A	-1.051	4.456
221096_s_at	TMCO6	transmembrane and coiled-coil domains 6	1.186	2.928
221097_s_at	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2	-1.043	3
221106_at	SLC22A17	solute carrier family 22 member 17	-1.303	2.481
221122_at	HRASLS2	HRAS like suppressor 2	-1.683	2.774
221123_x_at	FBXO16///ZNF395	F-box protein 16///zinc finger protein 395	2.013	6.632
221139_s_at	CSAD	cysteine sulfinic acid decarboxylase	-0.785	2.478
221141_x_at	EPN1	epsin 1	-1.639	3.983
221155_x_at			-1.192	3.761
221161_at	ASCL3	achaete-scute family bHLH transcription factor 3	-1.363	2.319
221163_s_at	MLXIPL	MLX interacting protein like	-0.883	2.134
221171_at	CCDC30	coiled-coil domain containing 30	-1.306	3.043
221173_at	USH1C	USH1 protein network component harmonin	0.814	2.415
221187_s_at	FUZ	fuzzy planar cell polarity protein	-0.922	3.674
221189_s_at	MIR6878///TARS2	microRNA 6878///threonyl-tRNA synthetase 2, mitochondrial (putative)	-1.037	4.932
221195_at	RNFT1	ring finger protein, transmembrane 1	2.328	2.271
221197_s_at	CHAT	choline O-acetyltransferase	-1.701	2.454
221201_s_at	ZNF155	zinc finger protein 155	1.705	2.26
221203_s_at	YEATS2	YEATS domain containing 2	1.217	4.298
221206_at	PMS2CL///PMS2	PMS2 C-terminal like pseudogene///PMS1 homolog 2, mismatch repair system component	-0.48	2.116
221214_s_at	MIR7114///NSMF	microRNA 7114///NMDA receptor synaptonuclear signaling and neuronal migration factor	-0.73	2.145
221218_s_at	TPK1	thiamin pyrophosphokinase 1	1.207	3.546
221221_s_at	KLHL3	kelch like family member 3	-1.849	4.089
221223_x_at	CISH	cytokine inducible SH2 containing protein	-1.133	4.64
221227_x_at	COQ3	coenzyme Q3, methyltransferase	-0.84	2.707
221230_s_at	ARID4B	AT-rich interaction domain 4B	0.56	2.679
221232_s_at	ANKRD2	ankyrin repeat domain 2	-3.436	2.96
221249_s_at	FAM117A	family with sequence similarity 117 member A	-0.567	3.542
221253_s_at	BLOC1S5-TXNDC5///TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)///thioredoxin domain containing 5	0.823	4.142
221256_s_at	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	-1.435	3.749
221263_s_at	SF3B5	splicing factor 3b subunit 5	-0.672	2.096
221267_s_at	ABHD17A	abhydrolase domain containing 17A	0.501	2.969
221269_s_at	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	1.788	3.623
221278_at	HOXB8	homeobox B8	-2.349	3.427
221298_s_at	SLC22A8	solute carrier family 22 member 8	-6.322	8.321
221302_at	KLF15	Kruppel like factor 15	-1.372	2.421
221306_at	GPR27	G protein-coupled receptor 27	-0.697	2.107
