ID	Gene.symbol	Gene.title	log2(fold change)(AR vs TX)	-log10(Pvalue)(AR vs TX)
37604_at	HNMT	histamine N-methyltransferase	-1.102	4.726
37605_at	COL2A1	collagen type II alpha 1 chain	0.281	2.413
37606_at	KHK	ketohexokinase	-0.566	7.334
37607_at	KHK	ketohexokinase	0.503	1.973
37608_g_at	KHK	ketohexokinase	-2.166	9.288
37609_at	NUBP1	nucleotide binding protein 1	-0.199	2.259
37610_at	COA1	cytochrome c oxidase assembly factor 1 homolog	-0.304	3.433
37611_at	TNFRSF11B	TNF receptor superfamily member 11b	-1.747	6.401
37614_g_at	PVALB	parvalbumin	-0.555	3.267
37615_at	GRB10	growth factor receptor bound protein 10	-1.256	9.154
37616_at	AUH	AU RNA binding methylglutaconyl-CoA hydratase	-1.765	8.724
37619_at	METAP1	methionyl aminopeptidase 1	-0.867	8.556
37622_r_at	PSIP1	PC4 and SFRS1 interacting protein 1	-0.539	1.923
37625_at	IRF4	interferon regulatory factor 4	0.689	7.363
37626_at	IRF4	interferon regulatory factor 4	0.498	2.152
37628_at	MAOB	monoamine oxidase B	-1.563	12.098
37630_at	CHRDL1	chordin like 1	-0.4	2.968
37633_s_at	PAEP	progestagen associated endometrial protein	0.261	1.954
37634_at	PAEP	progestagen associated endometrial protein	0.507	3.249
37639_at	HPN	hepsin	-1.406	6.806
37640_at	HPRT1	hypoxanthine phosphoribosyltransferase 1	-0.463	2.114
37641_at	IFI44	interferon induced protein 44	0.636	2.793
37643_at	FAS	Fas cell surface death receptor	0.502	2.31
37645_at	CD69	CD69 molecule	1.088	3.977
37646_at	POLD3	DNA polymerase delta 3, accessory subunit	-0.495	3.457
37647_at	AOAH	acyloxyacyl hydrolase	0.993	8.066
37648_at	TTLL12	tubulin tyrosine ligase like 12	0.278	1.675
37652_at	CABIN1	calcineurin binding protein 1	0.466	3.222
37654_at	SNX17	sorting nexin 17	-0.503	3.763
37655_at	GOLGB1	golgin B1	-0.406	3.979
37659_at	IMMT	inner membrane mitochondrial protein	-1.407	6.99
37660_at	SPAG8	sperm associated antigen 8	0.494	4.023
37662_at	UBE2G1	ubiquitin conjugating enzyme E2 G1	-0.307	1.957
37663_at	DDX1	DEAD/H-box helicase 1	-0.701	3.568
37666_at	PSMB5	proteasome subunit beta 5	-0.623	3.392
37667_at	UROD	uroporphyrinogen decarboxylase	-0.939	5.981
37668_at	C1QBP	complement C1q binding protein	-1.498	8.556
37669_s_at	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	-0.785	2.082
37670_at	ANXA7	annexin A7	-1.418	6.224
37672_at	USP7	ubiquitin specific peptidase 7	-0.464	4.05
37674_at	ALAS1	5'-aminolevulinate synthase 1	-0.546	4.255
37675_at	SLC25A3	solute carrier family 25 member 3	-0.861	3.28
37676_at	PDE8A	phosphodiesterase 8A	-0.971	8.775
37678_at	BAMBI	BMP and activin membrane bound inhibitor	-1.048	8.013
37680_at	AKAP12	A-kinase anchoring protein 12	-1.014	2.561
37686_s_at	UNG	uracil DNA glycosylase	-0.588	2.373
37687_i_at	FCGR2C///FCGR2A	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIa	0.335	2.698
37688_f_at	FCGR2A	Fc fragment of IgG receptor IIa	1.551	2.941
37689_s_at	FCGR2A	Fc fragment of IgG receptor IIa	0.541	6.219
37692_at	DBI	diazepam binding inhibitor, acyl-CoA binding protein	-0.784	2.958
37694_at	PHF3	PHD finger protein 3	-1.061	4.629
37696_at	VDAC2	voltage dependent anion channel 2	-0.99	6.427
37697_s_at	VDAC2	voltage dependent anion channel 2	-0.391	1.713
37701_at	RGS2	regulator of G-protein signaling 2	1.146	2.318
37702_at	CUL3	cullin 3	0.47	2.245
37703_at	SNORD45C///SNORD45A///SNORD45B///RABGGTB	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit	-1.126	8.884
37707_i_at	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	-2	8.876
37708_r_at	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	-1.818	8.424
37709_at	PUDP	pseudouridine 5'-phosphatase	-0.271	2.252
37710_at	MEF2C	myocyte enhancer factor 2C	-0.539	3.112
37713_at	ABHD14A-ACY1///ACY1	ABHD14A-ACY1 readthrough///aminoacylase 1	-1.968	6.598
37719_at	MLF2	myeloid leukemia factor 2	-0.871	9.838
37720_at	HSPD1	heat shock protein family D (Hsp60) member 1	-1.317	5.117
37723_at	CCNG2	cyclin G2	-0.492	2.128
37726_at	MRPL3	mitochondrial ribosomal protein L3	-0.823	3.522
37727_i_at	RCN2	reticulocalbin 2	-0.916	2.692
37731_at	EPS15	epidermal growth factor receptor pathway substrate 15	-0.718	3.94
37736_at	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	-0.549	2.27
37738_g_at	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	-0.789	2.79
37740_r_at	SLC25A5	solute carrier family 25 member 5	-0.912	2.299
37741_at	PYCR1	pyrroline-5-carboxylate reductase 1	0.4	3.058
37744_r_at	FEZ1	fasciculation and elongation protein zeta 1	0.554	3.279
37748_at	KIAA0232	KIAA0232	-0.525	4.327
37749_at	MEST	mesoderm specific transcript	-0.719	1.735
37750_at	UBE2V2	ubiquitin conjugating enzyme E2 V2	-0.949	4.369
37751_at	TM9SF4	transmembrane 9 superfamily member 4	-0.707	6.069
37752_at	EIF4E	eukaryotic translation initiation factor 4E	-0.555	2.124
37755_at	BTBD3	BTB domain containing 3	-1.131	6.637
37756_at	RYK	receptor-like tyrosine kinase	-0.854	4.655
37757_at	TFDP1	transcription factor Dp-1	0.377	2.042
37759_at	LAPTM5	lysosomal protein transmembrane 5	1.643	6.557
37764_at	HLCS	holocarboxylase synthetase	0.445	2.584
37765_at	LMOD1	leiomodin 1	0.502	5.048
37766_s_at	PSMC5	proteasome 26S subunit, ATPase 5	-0.756	2.507
37767_at	HTT	huntingtin	0.4	3.376
37769_at	LPAR2	lysophosphatidic acid receptor 2	0.303	1.739
37770_at	TAF2	TATA-box binding protein associated factor 2	-0.64	2.544
37771_at	TAOK2	TAO kinase 2	0.386	4.783
37774_at	SEPT6	septin 6	0.288	2.042
37777_at	PTPRB	protein tyrosine phosphatase, receptor type B	-0.605	4.681
37779_at	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	0.249	3.504
37780_at	PCLO	piccolo presynaptic cytomatrix protein	-0.374	2.66
37781_at	NRXN2	neurexin 2	0.391	3.278
37782_at	SST	somatostatin	0.478	2.787
37786_at	MARCH3	membrane associated ring-CH-type finger 3	0.66	4.152
37790_at	VENTX	VENT homeobox	0.401	3.788
37796_at	SAP25///LRCH4	Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4	0.682	2.496
37797_at	RPE	ribulose-5-phosphate-3-epimerase	-0.507	2.263
37799_at	ASGR2	asialoglycoprotein receptor 2	0.389	2.257
37800_r_at	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	-2.03	7.204
37802_r_at	FAM63B	family with sequence similarity 63 member B	-1.147	4.646
37804_at	VPS4B	vacuolar protein sorting 4 homolog B	-0.758	5.059
37805_at	SRPX2	sushi repeat containing protein, X-linked 2	0.488	3.14
37806_at	SHANK2	SH3 and multiple ankyrin repeat domains 2	-0.424	3.254
37807_at	GCK	glucokinase	0.701	5.035
37808_at	SNX7	sorting nexin 7	-1.008	6.944
37809_at	HOXA10-HOXA9///MIR196B///HOXA9	HOXA10-HOXA9 readthrough///microRNA 196b///homeobox A9	-0.43	3.205
37813_at	DDX51	DEAD-box helicase 51	0.251	2.46
37815_at	DDX51	DEAD-box helicase 51	0.454	2.722
37819_at	MDM1	Mdm1 nuclear protein	-0.712	3.775
37820_at	PRODH2	proline dehydrogenase 2	-2.326	8.185
37825_at	GALK2	galactokinase 2	-0.564	4.73
37828_at	RSBN1	round spermatid basic protein 1	-0.592	4.834
37830_at	TSPAN9	tetraspanin 9	0.248	1.705
37831_at	SIPA1L3	signal induced proliferation associated 1 like 3	0.245	1.752
37833_at	SERPINA6	serpin family A member 6	-0.257	2.028
37841_at	BCHE	butyrylcholinesterase	-0.817	2.982
37844_at	IL27RA	interleukin 27 receptor subunit alpha	0.615	4.326
37845_at	NCKAP1L	NCK associated protein 1 like	0.423	2.54
37847_at	USH1C	USH1 protein network component harmonin	-0.392	3.505
37850_at	NIPAL3	NIPA like domain containing 3	0.5	6.559
37854_at	ZW10	zw10 kinetochore protein	-0.7	3.869
37857_at	CDHR1	cadherin related family member 1	0.301	1.955
37858_at	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase	0.493	2.179
37862_at	DBT	dihydrolipoamide branched chain transacylase E2	0.376	2.41
37867_at	MOG	myelin oligodendrocyte glycoprotein	0.274	2.524
37869_at	ERC1	ELKS/RAB6-interacting/CAST family member 1	-0.426	2.795
37874_at	FMO5	flavin containing monooxygenase 5	-0.536	3.437
37879_r_at	TPH1	tryptophan hydroxylase 1	0.857	3.432
37887_at	CHEK2	checkpoint kinase 2	0.575	3.719
37891_at	YIPF6	Yip1 domain family member 6	-0.956	4.105
37892_at	COL11A1	collagen type XI alpha 1 chain	0.243	1.868
37895_at	SLC35A1	solute carrier family 35 member A1	-0.513	4.035
37898_r_at	TFF3	trefoil factor 3	0.371	3.476
378_s_at	GML	glycosylphosphatidylinositol anchored molecule like	0.402	5.152
37900_at	PEX11B	peroxisomal biogenesis factor 11 beta	-1.031	7.691
37901_at	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4	-0.348	2.354
37902_at	CRYZ	crystallin zeta	-2.011	4.825
37905_r_at	GNL1	G protein nucleolar 1 (putative)	0.527	4.205
37907_at	F8A3///F8A2///F8A1	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1	-0.813	4.566
37908_at	GNG11	G protein subunit gamma 11	-0.821	2.2
37909_at	LAMA3	laminin subunit alpha 3	0.306	2.265
37910_at	HCFC1	host cell factor C1	-0.843	5.754
37913_at	DHFR	dihydrofolate reductase	-0.298	2.692
37915_at	BAZ2B	bromodomain adjacent to zinc finger domain 2B	-0.371	1.917
37916_at	HMOX2	heme oxygenase 2	0.544	6.162
37917_at	MIOS	meiosis regulator for oocyte development	0.371	3.477
37918_at	ITGB2	integrin subunit beta 2	1.315	7.994
37921_at	NPTX1	neuronal pentraxin 1	0.358	1.77
37922_at	TCN2	transcobalamin 2	-0.356	4.012
37923_at	APOM	apolipoprotein M	-0.607	3.565
37924_g_at	APOM	apolipoprotein M	-0.986	5.174
37925_r_at	APOM	apolipoprotein M	-1.199	4.112
37926_at	KLF5	Kruppel like factor 5	0.707	3.358
37934_at	TMEM30B	transmembrane protein 30B	-0.468	2.682
37935_at	PRPF4	pre-mRNA processing factor 4	-0.744	5.457
37936_at	PRPF4	pre-mRNA processing factor 4	-0.378	5.862
37940_f_at	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	0.52	4.526
37948_at	ATP6V1C1	ATPase H+ transporting V1 subunit C1	-0.739	2.836
37951_at	DLC1	DLC1 Rho GTPase activating protein	-0.666	4.531
37954_at	ANXA8L1///ANXA8	annexin A8-like 1///annexin A8	0.428	7.156
37958_at	TMEM47	transmembrane protein 47	-1.134	6.076
37959_at	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	0.273	2.305
37960_at	CHST2	carbohydrate sulfotransferase 2	0.491	2.677
37963_at	ARSA	arylsulfatase A	-0.321	2.38
37967_at	LST1	leukocyte specific transcript 1	0.864	9.519
37974_at	MSL3	male-specific lethal 3 homolog (Drosophila)	0.729	2.291
37976_at	VSIG4	V-set and immunoglobulin domain containing 4	0.727	4.617
37977_at	LOC102725292///DTX2	probable E3 ubiquitin-protein ligase DTX2-like///deltex E3 ubiquitin ligase 2	0.282	1.815
37978_at	QPRT	quinolinate phosphoribosyltransferase	-0.949	11.213
37979_at	YAP1	Yes associated protein 1	-0.775	6.644
37980_at	CIR1	corepressor interacting with RBPJ, 1	0.654	2.018
37982_at	ECI1	enoyl-CoA delta isomerase 1	-1.443	8.841
37983_at	AGTR1	angiotensin II receptor type 1	-0.353	2.388
37984_s_at	ARF6	ADP ribosylation factor 6	-0.985	4.21
37985_at	LMNB1	lamin B1	0.613	3.303
37987_at	NCBP1	nuclear cap binding protein subunit 1	0.624	2.545
37988_at	CD79B	CD79b molecule	0.597	3.949
37991_at	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	-0.541	2.541
37992_s_at	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	-0.596	2.334
37994_at	FMR1	fragile X mental retardation 1	-1.167	7.191
37995_s_at	FMR1	fragile X mental retardation 1	-1.011	5.583
37998_at	SKIV2L	Ski2 like RNA helicase	0.36	3.515
37999_at	CPOX	coproporphyrinogen oxidase	-0.471	2.344
379_at	TXNDC9	thioredoxin domain containing 9	-0.518	1.957
38000_at	PC	pyruvate carboxylase	-1.669	11.811
38004_at	CSPG4	chondroitin sulfate proteoglycan 4	0.414	2.371
38005_at	SLC35D2	solute carrier family 35 member D2	-0.533	4.507
38006_at	CD48	CD48 molecule	1.259	5.887
38008_at	NSG1	neuron specific gene family member 1	0.453	2.246
38009_at	SPDEF	SAM pointed domain containing ETS transcription factor	0.89	5.525
38010_at	BNIP3	BCL2 interacting protein 3	-1.897	11.581
38011_at	URI1	URI1, prefoldin like chaperone	-0.374	2.371
38015_at			0.755	2.394
38016_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D	0.413	3.659
38017_at	CD79A	CD79a molecule	0.646	3.94
38018_g_at	CD79A	CD79a molecule	0.66	2.989
38019_at	LOC400927-CSNK1E///CSNK1E	LOC400927-CSNK1E readthrough///casein kinase 1 epsilon	0.534	6.063
38020_at	ATG13	autophagy related 13	0.514	4.773
38021_at	PLEC	plectin	0.591	4.323
38022_s_at	PLEC	plectin	0.386	2.138
38023_at	PITPNA	phosphatidylinositol transfer protein alpha	0.242	2.044
38025_r_at	RUFY3	RUN and FYVE domain containing 3	-0.853	5.014
38029_at	SLC3A2	solute carrier family 3 member 2	-1.044	8.113
38033_at	SEPT10	septin 10	-1.378	6.899
38042_at	PRKCA	protein kinase C alpha	-1.28	9.104
38049_g_at	RBPMS	RNA binding protein with multiple splicing	-0.659	7.282
38051_at	MAL	mal, T-cell differentiation protein	-0.511	1.798
38052_at	F13A1	coagulation factor XIII A chain	0.819	5.33
38053_s_at	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	-0.247	2.211
38054_at	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	-1.043	3.938
38056_at	MIR6785///TMEM94	microRNA 6785///transmembrane protein 94	0.3	3.349
38057_at	DPT	dermatopontin	0.555	6.698
38068_at	AMFR	autocrine motility factor receptor	-0.536	3.506
38069_at	CLCN7	chloride voltage-gated channel 7	0.525	6.207
38070_at	MARCH6	membrane associated ring-CH-type finger 6	-1.28	9.882
38071_at	HNRNPF	heterogeneous nuclear ribonucleoprotein F	0.273	2.027
38074_at	AP3S1	adaptor related protein complex 3 sigma 1 subunit	-0.783	5.051
38075_at	SYPL1	synaptophysin like 1	-1.197	4.393
38076_at	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)	-0.447	4.123
38077_at	COL6A3	collagen type VI alpha 3 chain	0.696	7.86
38080_at	COX8A	cytochrome c oxidase subunit 8A	-0.712	4.818
38085_at	CBX3	chromobox 3	-0.466	1.811
38086_at	IGSF3	immunoglobulin superfamily member 3	-1.229	5.996
38087_s_at	S100A4	S100 calcium binding protein A4	1.171	4.585
38088_r_at	S100A4	S100 calcium binding protein A4	0.473	2.787
38091_at	LGALS9	galectin 9	0.993	10.307
38093_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	-1.533	9.669
38094_at	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	0.462	7.229
38095_i_at	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	1.129	2.097
38096_f_at	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	1.247	1.717
38097_at	EI24	EI24, autophagy associated transmembrane protein	0.381	3.178
38100_at	SEC62	SEC62 homolog, preprotein translocation factor	-0.568	3.365
38101_at	ZCCHC14	zinc finger CCHC-type containing 14	-0.328	1.951
38102_at	MICU2	mitochondrial calcium uptake 2	-1.209	5.297
38104_at	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial	-0.698	2.749
38105_at	RSRC2	arginine and serine rich coiled-coil 2	-0.656	2.552
38107_at	UNC119	unc-119 lipid binding chaperone	0.297	2.569
38108_at	EGFL8///PPT2	EGF like domain multiple 8///palmitoyl-protein thioesterase 2	-0.256	2.581
38111_at	VCAN	versican	1.29	3.112
38112_g_at	VCAN	versican	0.809	1.724
38113_at	SYNE1	spectrin repeat containing nuclear envelope protein 1	-0.876	3.79
38115_at	TUSC2	tumor suppressor candidate 2	-0.34	3.795
38116_at	KIAA0101	KIAA0101	1	6.295
38119_at	GYPC	glycophorin C (Gerbich blood group)	0.345	2.621
38120_at	PKD2	polycystin 2, transient receptor potential cation channel	-1.432	7.248
38121_at	WARS	tryptophanyl-tRNA synthetase	0.977	6.273
38124_at	MDK	midkine (neurite growth-promoting factor 2)	0.508	4.236
38126_at	BGN	biglycan	0.424	1.949
38127_at	SDC1	syndecan 1	-1.292	3.675
38128_at	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)	-2.112	5.087
38129_at	GK	glycerol kinase	-0.957	3.519
38130_s_at	GK3P///GK2///GK	glycerol kinase 3 pseudogene///glycerol kinase 2///glycerol kinase	-0.987	3.682
38133_at	SLC5A12	solute carrier family 5 member 12	-2.798	8.718
38134_at	PLAG1	PLAG1 zinc finger	-0.517	3.165
38137_at	FKBP6	FK506 binding protein 6	0.508	4.578
38138_at	S100A11	S100 calcium binding protein A11	0.594	2.144
38139_at	FPGT	fucose-1-phosphate guanylyltransferase	-1.146	8.88
38141_at	C5orf22	chromosome 5 open reading frame 22	-0.647	2.305
38143_at	KLK7	kallikrein related peptidase 7	0.976	2.341
38145_at	PATJ	PATJ, crumbs cell polarity complex component	-1.288	6.883
38147_at	SH2D1A	SH2 domain containing 1A	0.851	3.573
38149_at	ARHGAP25	Rho GTPase activating protein 25	0.654	4.687
38155_at	ORC5	origin recognition complex subunit 5	-0.561	5.485
38156_at	MDFI	MyoD family inhibitor	0.288	2.121
38164_at	RPGR	retinitis pigmentosa GTPase regulator	0.505	1.924
38166_r_at	KMT2D	lysine methyltransferase 2D	0.479	3.735
38169_s_at	SLC7A2	solute carrier family 7 member 2	0.697	2.426
38170_at	VPS13A	vacuolar protein sorting 13 homolog A	-0.586	6.128
38172_at	CBR3	carbonyl reductase 3	0.472	4.222
38176_at	GNB5	G protein subunit beta 5	-0.961	5.026
38178_at	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	0.394	2.739
38179_at	ZNF174	zinc finger protein 174	0.239	2.778
38181_at	MMP11	matrix metallopeptidase 11	0.25	2.496
38187_at	NAT1	N-acetyltransferase 1	-0.752	8.384
38190_r_at	DEPDC5	DEP domain containing 5	0.437	3.154
38195_at	PHF14	PHD finger protein 14	0.381	2.447
38201_at	BCAT1	branched chain amino acid transaminase 1	0.41	1.846
38206_at	RPL3L	ribosomal protein L3 like	0.277	1.937
38207_at	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)	-0.715	2.236
38208_at	SLC35A3	solute carrier family 35 member A3	-0.945	7.461
38210_at	SURF2	surfeit 2	-0.284	2.384
38211_at	ZBTB20	zinc finger and BTB domain containing 20	-1.541	5.626
38213_at	BTK	Bruton tyrosine kinase	0.367	2.491
38214_at	PTCH1	patched 1	0.494	4.609
38215_at	MPPED1	metallophosphoesterase domain containing 1	0.275	2.312
38217_at	MUC6	mucin 6, oligomeric mucus/gel-forming	0.351	3.534
38218_at	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	0.883	1.984
38221_at	CNKSR1	connector enhancer of kinase suppressor of Ras 1	0.332	2.951
38222_at	P2RY6	pyrimidinergic receptor P2Y6	0.452	4.246
38224_at	SNAPC3	small nuclear RNA activating complex polypeptide 3	-0.583	6.883
38227_at	MITF	melanogenesis associated transcription factor	-0.397	2.795
38228_g_at	MITF	melanogenesis associated transcription factor	-0.821	4.802
38230_at	EPAS1	endothelial PAS domain protein 1	0.762	5.994
38234_at	TLE3	transducin like enhancer of split 3	0.869	2.74
38239_at	CLDN18	claudin 18	0.4	1.935
38242_at	BLNK	B-cell linker	-0.542	3.297
38247_at	F2RL1	F2R like trypsin receptor 1	-0.895	6.347
38248_at	LZTS3	leucine zipper tumor suppressor family member 3	-0.579	5.013
38252_s_at	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	-0.946	6.396
38253_at	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	-1.546	9.201
38254_at	TBC1D9	TBC1 domain family member 9	-0.591	3.409
38256_s_at	NGDN	neuroguidin	-0.551	2.941
38257_at	MIR7113///MIR4691///NDUFS8	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8	-1.212	4.308
38258_at	MFSD9	major facilitator superfamily domain containing 9	0.897	8.162
38267_at	SLC1A1	solute carrier family 1 member 1	-2.542	9.25
38268_at	SLC1A1	solute carrier family 1 member 1	-1.414	9.532
38269_at	PRKD2	protein kinase D2	0.299	1.776
38270_at	PARG	poly(ADP-ribose) glycohydrolase	-1.346	8.586
38276_at	NFKBIE	NFKB inhibitor epsilon	0.263	1.752
38277_at	PPP3CB	protein phosphatase 3 catalytic subunit beta	-0.394	2.721
38278_at	ARID5A	AT-rich interaction domain 5A	0.709	3.499
38283_at	EBAG9	estrogen receptor binding site associated, antigen, 9	-0.839	3.597
38284_at	KMT2B	lysine methyltransferase 2B	0.409	2.387
38285_at	CRYM	crystallin mu	-1.972	9.417
38286_at	AMOT	angiomotin	0.509	1.842
38287_at	PSMB9	proteasome subunit beta 9	1.15	4.251
38289_r_at	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1	0.52	2.987
38293_s_at	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3	-0.741	5.176
38294_at	HOXD4	homeobox D4	-1.413	8.099
38298_at	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	0.693	2.479
38299_at	IL6	interleukin 6	0.382	2.046
382_at	PPP4C	protein phosphatase 4 catalytic subunit	0.799	6.481
38300_at	FZD1	frizzled class receptor 1	-0.678	3.055
